"","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
"39",36,"Travel_Rarely",852,"Research & Development",5,4,"Life Sciences",1,51,2,"Female",82,2,1,"Research Scientist",1,"Married",3419,13072,9,"Y","Yes",14,3,4,80,1,6,3,4,1,1,0,0,"0"
"612",35,"Travel_Rarely",950,"Research & Development",7,3,"Other",1,845,3,"Male",59,3,3,"Manufacturing Director",3,"Single",10221,18869,3,"Y","No",21,4,2,80,0,17,3,4,8,5,1,6,"0"
"1129.1",36,"Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1,1594,1,"Male",80,4,2,"Laboratory Technician",1,"Married",5562,19711,3,"Y","Yes",13,3,4,80,1,9,3,3,3,2,0,2,"0"
"4371",40.9083004649729,"Travel_Rarely",1218.9012959525,"Research & Development",6.46662910282612,3.11665727570653,"Other",1,671.761050872505,3.44167136214674,"Male",94.2333145514131,2.55832863785326,1,"Research Scientist",3,"Single",2562.34602762386,7102.71041710302,3.20835681073368,"Y","Yes",12.7666854485869,3,2.55832863785326,80,0,6.44167136214674,3.55832863785326,3,3.34997182711959,2.23331455141306,0,1.11665727570653,"1"
"250",45,"Travel_Frequently",1199,"Research & Development",7,4,"Life Sciences",1,341,1,"Male",77,4,2,"Manufacturing Director",3,"Married",6434,5118,4,"Y","No",17,3,4,80,1,9,1,3,3,2,0,2,"0"
"716.2",33,"Travel_Frequently",827,"Research & Development",1,4,"Other",1,998,3,"Female",84,4,2,"Healthcare Representative",2,"Married",5488,20161,1,"Y","Yes",13,3,1,80,1,6,2,3,6,5,1,2,"0"
"274",37,"Travel_Rarely",228,"Sales",6,4,"Medical",1,378,3,"Male",98,3,2,"Sales Executive",4,"Married",6502,22825,4,"Y","No",14,3,2,80,1,7,5,4,5,4,0,1,"0"
"2971",29.0902952391189,"Travel_Rarely",352.312703529606,"Sales",1.10319455899298,3.01289931987412,"Medical",1,884.790491029387,2.01289931987412,"Male",48.4385768757202,2,1,"Sales Representative",2.97420136025175,"Divorced",2807.82988716359,23308.6968465615,6.01289931987412,"Y","No",19.0515972794965,3.01289931987412,2.98710068012588,80,2.96130204037763,5.06449659937061,3.01289931987412,3,3.02579863974825,2.01289931987412,0,2.01289931987412,"1"
"5321",28,"Travel_Frequently",534.9833742755,"Sales",16.8674676178489,3,"Life Sciences",1,473.931521939812,2.37977979285643,"Male",63.0246243500151,2.31011010357179,1,"Laboratory Technician",3,"Married",2301.20700124674,13815.308290001,4.37977979285643,"Y","Yes",14.3101101035718,3,2.62022020714357,80,0.310110103571787,5.68988989642821,3.68988989642821,3.31011010357179,3.68988989642821,2,0.310110103571787,2.68988989642821,"1"
"792",35,"Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1,1100,4,"Male",86,3,3,"Sales Executive",1,"Single",9582,10333,0,"Y","Yes",22,4,1,80,0,9,2,3,8,7,4,7,"1"
"521",48,"Travel_Rarely",817,"Sales",2,1,"Marketing",1,712,2,"Male",56,4,2,"Sales Executive",2,"Married",8120,18597,3,"Y","No",12,3,4,80,0,12,3,3,2,2,2,2,"0"
"6771",31.323216855526,"Travel_Rarely",928.082121051848,"Sales",17.6111536473036,2.70959789305925,"Other",1,1369.266346246,3.29040210694075,"Male",58.6488990262151,3.41919578611851,1,"Laboratory Technician",1.58080421388149,"Single",1381.11170483381,8247.34422616661,2.45201053470373,"Y","No",16.4191957861185,3,3.41919578611851,80,0,2.74241264164448,3,3,0.709597893059254,0,0,0,"1"
"2941",35.693522766931,"Travel_Frequently",884.552770420909,"Sales",13.9036357291043,4,"Life Sciences",1,288.731557040941,3.30647723306902,"Female",86.2906812629662,2.30647723306902,1,"Sales Representative",1.30647723306902,"Divorced",2982.52903219941,9936.14984552236,5.16113660158589,"Y","Yes",21.7740910677239,3.69352276693098,1.69352276693098,80,0.306477233069018,10,3.69352276693098,2.69352276693098,6.53238616534509,2.69352276693098,2.14534063148312,4.53238616534509,"1"
"110",30.0114031669218,"Travel_Rarely",973.203775075031,"Research & Development",17.3257312220521,1,"Life Sciences",1,219.92810230935,2.66286561102606,"Male",81.2801185543649,1.66286561102606,1,"Research Scientist",2.98859683307819,"Single",2904.81561513012,11495.2584813479,1,"Y","Yes",16.0342095007654,3.33713438897394,2.66286561102606,80,0,6.02280633384362,3.67426877794787,2.33713438897394,6.02280633384362,2.66286561102606,2.02280633384362,3.02280633384362,"1"
"161",22,"Travel_Rarely",1256,"Research & Development",19,1,"Medical",1,217,3,"Male",80,3,1,"Research Scientist",4,"Married",2323,11992,1,"Y","No",24,4,1,80,2,2,6,3,2,2,2,2,"0"
"1187",35,"Travel_Frequently",880,"Sales",12,4,"Other",1,1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Y","Yes",24,4,1,80,0,13,2,4,11,9,6,7,"1"
"6911",31.5363088310696,"Travel_Frequently",952.970576326828,"Sales",20.6369116893038,2.39107350679114,"Marketing",1,929.778720711358,1.53630883106962,"Female",67.8267794796266,1.92738233786076,1.46369116893038,"Sales Executive",2.39107350679114,"Single",4706.34760484379,12282.7530234447,1,"Y","Yes",16.8993971417658,3.53630883106962,2.46369116893038,80,0,10,4.53630883106962,3,10,4.31845584465191,3.21785298641771,7.46369116893038,"1"
"6921",33.5518889292143,"Travel_Frequently",707.215369631071,"Research & Development",8.98740713857114,1.44811107078567,"Medical",1,320.181011013687,1.85062964307144,"Male",80.0125928614289,3,1.14937035692856,"Research Scientist",1.44811107078567,"Married",3356.87703835918,17695.4484280772,1.85062964307144,"Y","Yes",11,3,3,80,0,8.29874071385711,2.29874071385711,3,4.89622214157134,2.74685178464279,0.850629643071443,3.74685178464279,"1"
"665.2",36,"Travel_Rarely",1425,"Research & Development",14,1,"Life Sciences",1,924,3,"Male",68,3,2,"Healthcare Representative",4,"Married",6586,4821,0,"Y","Yes",17,3,1,80,1,17,2,2,16,8,4,11,"0"
"308",38,"Travel_Rarely",849,"Research & Development",25,2,"Life Sciences",1,421,1,"Female",81,2,3,"Research Director",2,"Married",12061,26707,3,"Y","No",17,3,3,80,1,19,2,3,10,8,0,1,"0"
"951",31.5306799518876,"Travel_Rarely",517.593701031525,"Sales",20.4925372665748,3.36152570741251,"Marketing",1,190.449418902397,2.36152570741251,"Female",51.991708248388,2.63847429258749,2.27694858517498,"Sales Representative",2.91542287776247,"Married",6109.02320623025,18184.200617692,3.16915424447507,"Y","No",22.3615257074125,4,3.27694858517498,80,1.91542287776247,10,3.36152570741251,2.36152570741251,8.19237146293744,3.63847429258749,0.638474292587489,6.83084575552493,"1"
"107",32.9605090301484,"Travel_Rarely",1119.86786297336,"Sales",5.5262960344553,3.56578700430691,"Technical Degree",1,145.540147824213,3,"Male",83.3026389870793,2.43421299569309,1,"Sales Representative",1.86842599138618,"Single",2821.24666881002,12531.3341679964,3.96050903014839,"Y","No",19.0920830387622,3.56578700430691,2.86842599138618,80,0,8.69736101292074,2.69736101292074,2.56578700430691,5.43421299569309,2.56578700430691,0.434212995693088,3.86842599138618,"1"
"891",54,"Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1,1245,4,"Female",53,3,3,"Manufacturing Director",3,"Divorced",10502,9659,7,"Y","No",17,3,1,80,1,33,2,1,5,4,1,4,"0"
"105",37,"Non-Travel",1040,"Research & Development",2,2,"Life Sciences",1,139,3,"Male",100,2,2,"Healthcare Representative",4,"Divorced",5163,15850,5,"Y","No",14,3,4,80,1,17,2,4,1,0,0,0,"0"
"711",33,"Non-Travel",722,"Sales",17,3,"Life Sciences",1,992,4,"Male",38,3,4,"Manager",3,"Single",17444,20489,1,"Y","No",11,3,4,80,0,10,2,3,10,8,6,0,"0"
"104.1",34,"Travel_Rarely",665,"Research & Development",6,4,"Other",1,138,1,"Female",41,3,2,"Research Scientist",3,"Single",4809,12482,1,"Y","No",14,3,3,80,0,16,3,3,16,13,2,10,"0"
"1266",33,"Non-Travel",775,"Research & Development",4,3,"Technical Degree",1,1771,4,"Male",90,3,2,"Research Scientist",2,"Divorced",3055,6194,5,"Y","No",15,3,4,80,2,11,2,2,9,8,1,7,"0"
"4561",41.6675737779588,"Travel_Rarely",1417.34195089061,"Research & Development",2,2.58344672224484,"Marketing",1,746.727677417686,2.24965983326547,"Male",93.1668934444897,1.41655327775516,3.33378688897938,"Manager",2.41655327775516,"Single",11853.3974500452,2452.59433205775,3.66621311102062,"Y","Yes",15.5834467222448,3,1.41655327775516,80,0,18.085487722652,2.41655327775516,3,14.0027213338763,5.83446722244844,0.583446722244844,6.41791394469328,"1"
"2491",38.5349854459055,"Travel_Rarely",1099.21782482043,"Sales",8.81892961100675,3.6378592220135,"Technical Degree",1,153.024990739301,2.81892961100675,"Male",76.2057475522161,2.18107038899325,1.18107038899325,"Sales Executive",1.3621407779865,"Married",4020.64754829812,9967.50502516283,6.27571844402701,"Y","Yes",21.3703664990608,3.81892961100675,1.81892961100675,80,0.181070388993248,11.448563111946,4,3,4.81892961100675,3,0.181070388993248,3,"1"
"1196",35.4292364055291,"Travel_Rarely",1117.68829827174,"Sales",7.85847281105816,3.85730910138227,"Life Sciences",1,70.3780331797898,3.14269089861773,"Male",79.1461820276454,2,1,"Sales Representative",1.28538179723546,"Single",3453.08916025353,7354.85597292683,6.00116370967589,"Y","Yes",21.7157819124404,3.85730910138227,2.28538179723546,80,0,9.14385460829362,3.71461820276454,2.71461820276454,4.71461820276454,2.85730910138227,0.14269089861773,2.85730910138227,"1"
"196",37,"Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",3564,22977,1,"Y","Yes",12,3,1,80,1,8,3,2,8,7,1,7,"0"
"6410",57.7414948719088,"Travel_Rarely",162.091775573324,"Research & Development",22.7414948719088,3.97538046399131,"Other",1,163.018127351301,4,"Male",93.9753804639913,2.98769023199566,2.97538046399131,"Healthcare Representative",3.98769023199566,"Single",10210.7890874683,3451.84085800336,1.06154884002171,"Y","Yes",12.036929304013,3,3.97538046399131,80,0.987690231995657,39.5937776558567,3,2.01230976800434,39.5076092798263,9.87690231995657,14.8153534799349,5.92614139197394,"1"
"821",35,"Travel_Frequently",1182,"Sales",11,2,"Marketing",1,1137,4,"Male",54,3,2,"Sales Executive",4,"Divorced",4968,18500,1,"Y","No",11,3,4,80,1,5,3,3,5,2,0,2,"0"
"900",49,"Travel_Rarely",1098,"Research & Development",4,2,"Medical",1,1256,1,"Male",85,2,5,"Manager",3,"Married",18711,12124,2,"Y","No",13,3,3,80,1,23,2,4,1,0,0,0,"0"
"6381",35.252551821759,"Travel_Frequently",709.552174994489,"Research & Development",6.0773790825624,3.16496545216069,"Other",1,1054.21635512286,4,"Male",92.5824827260803,2.58248272608034,1.58248272608034,"Laboratory Technician",1.83503454783931,"Single",3986.5637561176,4616.42415181827,4.83503454783931,"Y","Yes",16.1649654521607,3,2.58248272608034,80,0.582482726080343,9.32993090432137,3,2.41751727391966,4.0773790825624,0.582482726080343,0,4.0773790825624,"1"
"12.1",29,"Travel_Rarely",153,"Research & Development",15,2,"Life Sciences",1,15,4,"Female",49,2,2,"Laboratory Technician",3,"Single",4193,12682,0,"Y","Yes",12,3,4,80,0,10,3,3,9,5,0,8,"0"
"954",44,"Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1,1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"Y","No",12,3,3,80,0,10,4,4,3,2,1,2,"1"
"53.1",44,"Travel_Rarely",1488,"Sales",1,5,"Marketing",1,68,2,"Female",75,3,2,"Sales Executive",1,"Divorced",5454,4009,5,"Y","Yes",21,4,3,80,1,9,2,2,4,3,1,3,"0"
"485.1",31,"Travel_Rarely",525,"Sales",6,4,"Medical",1,653,1,"Male",66,4,2,"Sales Executive",4,"Divorced",5460,6219,4,"Y","No",22,4,4,80,2,13,4,4,7,7,5,7,"0"
"6991",23.4308684845455,"Travel_Frequently",661.314772441518,"Sales",9.33511993242428,2.90425144787878,"Life Sciences",1,1927.73019063938,3.90425144787878,"Female",34.8670967663638,2.90425144787878,1,"Sales Representative",1,"Single",1891.92433373304,25889.6005007499,1,"Y","No",19.1436228281818,3.04787427606061,1.04787427606061,80,0.952125723939389,1.4308684845455,3.09574855212122,2.04787427606061,1.4308684845455,0.095748552121222,1.23937138030306,0.335119932424277,"1"
"1245.1",30,"Travel_Frequently",1312,"Research & Development",2,4,"Technical Degree",1,1745,4,"Female",78,2,1,"Research Scientist",1,"Single",4968,26427,0,"Y","No",16,3,4,80,0,10,2,3,9,7,0,7,"0"
"2311",28.4937379739713,"Travel_Rarely",310.699107717257,"Sales",22.1896274287719,3.1645793246571,"Life Sciences",1,122.849553858628,2.8354206753429,"Male",49.3416827013716,2.1645793246571,1.1645793246571,"Laboratory Technician",2.67084135068581,"Divorced",2390.8974108689,12710.8286691171,4.50626202602871,"Y","No",14.4937379739713,3,2.1645793246571,80,0,6.49373797397129,3.67084135068581,2.67084135068581,3.8354206753429,1.8354206753429,0.164579324657097,2.8354206753429,"1"
"3",37,"Travel_Rarely",1373,"Research & Development",2,2,"Other",1,4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Y","Yes",15,3,2,80,0,7,3,3,0,0,0,0,"1"
"117",30.7417260350194,"Travel_Rarely",301.500964935403,"Research & Development",11.9364054459147,2.45165479299612,"Life Sciences",1,188.438668964198,1.90330958599225,"Female",43.9682027229574,2.54834520700388,1,"Laboratory Technician",1.90330958599225,"Single",2400.32639555563,17641.9316623672,6.09669041400775,"Y","No",17.2900712420233,3.54834520700388,1.45165479299612,80,0,9.83841644902714,3.45165479299612,3.54834520700388,6.74172603501938,4.74172603501938,0.548345207003877,5.19338082801551,"1"
"386",30,"Travel_Frequently",464,"Research & Development",4,3,"Technical Degree",1,514,3,"Male",40,3,1,"Research Scientist",4,"Single",2285,3427,9,"Y","Yes",23,4,3,80,0,3,4,3,1,0,0,0,"1"
"910",19,"Travel_Rarely",265,"Research & Development",25,3,"Life Sciences",1,1269,2,"Female",57,4,1,"Research Scientist",4,"Single",2994,21221,1,"Y","Yes",12,3,4,80,0,1,2,3,1,0,0,1,"0"
"235",33,"Travel_Rarely",813,"Research & Development",14,3,"Medical",1,325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Y","Yes",13,3,3,80,1,8,2,1,5,4,0,4,"1"
"1311",28.7992082326673,"Travel_Rarely",182.388017778285,"Research & Development",21.6023753019981,2.73359725577757,"Life Sciences",1,20.5984164653346,2.86679862788878,"Male",54.3956452796701,2.13320137211122,1,"Research Scientist",2.73359725577757,"Single",2152.14367880765,13500.4517011221,4.60039588366635,"Y","Yes",13.6003958836664,3,2.13320137211122,80,0,6.26640274422243,3.73359725577757,3,4,2,0.133201372111216,3,"1"
"484",35,"Travel_Rarely",538,"Research & Development",25,2,"Other",1,652,1,"Male",54,2,2,"Laboratory Technician",4,"Single",3681,14004,4,"Y","No",14,3,4,80,0,9,3,3,3,2,0,2,"0"
"214",51,"Travel_Rarely",1469,"Research & Development",8,4,"Life Sciences",1,296,2,"Male",81,2,3,"Research Director",2,"Married",12490,15736,5,"Y","No",16,3,4,80,2,16,5,1,10,9,4,7,"0"
"810.1",28,"Travel_Rarely",950,"Research & Development",3,3,"Medical",1,1121,4,"Female",93,3,3,"Manufacturing Director",2,"Divorced",7655,8039,0,"Y","No",17,3,2,80,3,10,3,2,9,7,1,7,"0"
"3071",22.6182280853391,"Travel_Rarely",1421.53848021198,"Research & Development",16.3817719146609,1.10113925533369,"Other",1,830.053024348337,4,"Female",67.7307598940097,2.89886074466631,1,"Research Scientist",3.89886074466631,"Single",2632.01302903378,8215.22446096968,1.50569627666846,"Y","No",18.5954429786652,3,1.10113925533369,80,0,1.60683553200215,3,2.10113925533369,0.898860744666308,0,0,0,"1"
"486.1",27,"Travel_Rarely",798,"Research & Development",6,4,"Medical",1,655,1,"Female",66,2,1,"Research Scientist",3,"Divorced",2187,5013,0,"Y","No",12,3,3,80,2,6,5,2,5,3,0,3,"0"
"249",37,"Travel_Rarely",1017,"Research & Development",1,2,"Medical",1,340,3,"Female",83,2,1,"Research Scientist",1,"Married",3920,18697,2,"Y","No",14,3,1,80,1,17,2,2,3,1,0,2,"0"
"733",30,"Travel_Frequently",109,"Research & Development",5,3,"Medical",1,1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"Y","No",17,3,1,80,0,4,3,3,3,2,1,2,"1"
"617",32.0893893179018,"Travel_Rarely",1043.29816343775,"Research & Development",16,1.17877863580361,"Life Sciences",1,187.196573380614,1.91061068209819,"Female",72.1787786358036,1.17877863580361,1.17877863580361,"Research Scientist",1,"Single",4334.21338165388,5164.68559916667,1.08938931790181,"Y","Yes",21.8212213641964,4,2.08938931790181,80,0,10.0893893179018,4.73183204629458,2.91061068209819,9.10610682098195,1.82122136419639,5.46366409258917,6.37427477468736,"1"
"1132.3",34,"Travel_Frequently",653,"Research & Development",10,4,"Technical Degree",1,1597,4,"Male",92,2,2,"Healthcare Representative",3,"Married",5063,15332,1,"Y","No",14,3,2,80,1,8,3,2,8,2,7,7,"0"
"1468",27,"Travel_Rarely",155,"Research & Development",4,3,"Life Sciences",1,2064,2,"Male",87,4,2,"Manufacturing Director",2,"Married",6142,5174,1,"Y","Yes",20,4,2,80,1,6,0,3,6,2,0,3,"0"
"1435",52,"Non-Travel",585,"Sales",29,4,"Life Sciences",1,2019,1,"Male",40,3,1,"Sales Representative",4,"Divorced",3482,19788,2,"Y","No",15,3,2,80,2,16,3,2,9,8,0,0,"0"
"370",31,"Travel_Rarely",408,"Research & Development",9,4,"Life Sciences",1,493,3,"Male",42,2,1,"Research Scientist",2,"Single",2657,7551,0,"Y","Yes",16,3,4,80,0,3,5,3,2,2,2,2,"0"
"409",52,"Travel_Rarely",1490,"Research & Development",4,2,"Life Sciences",1,546,4,"Female",30,3,4,"Manager",4,"Married",16555,10310,2,"Y","No",13,3,4,80,0,31,2,1,5,2,1,4,"0"
"602",39.2678782423027,"Travel_Frequently",1180.86501997383,"Sales",9,3.70292015979066,"Life Sciences",1,528.767850113567,3,"Male",82,1.70292015979066,1.89123952062801,"Sales Representative",1.59415968041867,"Married",6237.87379735475,12089.237495116,7,"Y","No",19.435041917488,3.70292015979066,2.29707984020934,80,0,14.45619760314,3.70292015979066,2.40584031958133,10.347437123768,3.59415968041867,4.15911776293069,5.07955888146535,"1"
"1243",33.8236440301407,"Travel_Frequently",821.467942291638,"Sales",17.7054238794371,3.12945761205629,"Life Sciences",1,169.768951622769,3,"Male",77.2120168663096,2,1,"Sales Representative",1.43527119397186,"Single",3438.33952596597,9016.97539107269,3.953101642197,"Y","No",17.7767456723377,3.56472880602814,2,80,0,8.25891522411257,3.12945761205629,3.43527119397186,5,3.43527119397186,0.435271193971857,3.43527119397186,"1"
"427",30,"Non-Travel",1116,"Research & Development",2,3,"Medical",1,571,3,"Female",49,3,1,"Laboratory Technician",4,"Single",2564,7181,0,"Y","No",14,3,3,80,0,12,2,2,11,7,6,7,"0"
"1076",32,"Travel_Rarely",495,"Research & Development",10,3,"Medical",1,1516,3,"Male",64,3,3,"Manager",4,"Single",11244,21072,2,"Y","No",25,4,2,80,0,10,5,4,5,2,0,0,"0"
"549.1",43,"Travel_Frequently",775,"Sales",15,3,"Life Sciences",1,754,4,"Male",47,2,2,"Sales Executive",4,"Married",6804,23683,3,"Y","No",18,3,3,80,1,7,5,3,2,2,2,2,"0"
"1192",31,"Travel_Rarely",1112,"Sales",5,4,"Life Sciences",1,1673,1,"Female",67,3,2,"Sales Executive",4,"Married",5476,22589,1,"Y","No",11,3,1,80,2,10,2,3,10,0,0,2,"0"
"1911",29.6352712307125,"Travel_Frequently",559.829824140295,"Research & Development",23.0941863078624,4.15297169238329,"Life Sciences",1,452.345235086977,2.78824292309582,"Female",71.2117570769042,1.78824292309582,1,"Research Scientist",1.78824292309582,"Married",2836.74246658944,15416.080369642,4.15297169238329,"Y","No",17.2705424614251,3.21175707690418,2,80,0,6.84702830761671,2.63527123071253,3.78824292309582,3.69405661523342,2,2.05878538452089,2.27054246142507,"1"
"628.2",52,"Travel_Frequently",890,"Research & Development",25,4,"Medical",1,867,3,"Female",81,2,4,"Manufacturing Director",4,"Married",13826,19028,3,"Y","No",22,4,3,80,0,31,3,3,9,8,0,0,"0"
"1731",34.2017703414895,"Non-Travel",1347.47253541276,"Sales",17.9911482925527,3.10088517074473,"Life Sciences",1,454.079543896252,1.20177034148946,"Male",68.513277561171,3.79822965851054,1.89911482925527,"Sales Executive",3.6973444877658,"Single",5112.62083109724,4887.4659885182,7.89911482925527,"Y","No",14.0088517074473,3.10088517074473,2,80,0,9.10088517074473,3.10088517074473,2.10088517074473,5,2.10088517074473,0,3.89911482925527,"1"
"1003",35,"Travel_Frequently",200,"Research & Development",18,2,"Life Sciences",1,1412,3,"Male",60,3,3,"Manufacturing Director",4,"Single",9362,19944,2,"Y","No",11,3,3,80,0,10,2,3,2,2,2,2,"0"
"270",36,"Travel_Rarely",1403,"Research & Development",6,3,"Life Sciences",1,373,4,"Male",47,3,1,"Laboratory Technician",4,"Married",3210,20251,0,"Y","No",11,3,3,80,1,16,4,3,15,13,10,11,"0"
"120.1",43,"Travel_Frequently",394,"Sales",26,2,"Life Sciences",1,158,3,"Male",92,3,4,"Manager",4,"Married",16959,19494,1,"Y","Yes",12,3,4,80,2,25,3,4,25,12,4,12,"0"
"385.1",36,"Travel_Rarely",164,"Sales",2,2,"Medical",1,513,2,"Male",61,2,3,"Sales Executive",3,"Married",7596,3809,1,"Y","No",13,3,2,80,2,10,2,3,10,9,9,0,"0"
"1610",35.0278040887788,"Travel_Frequently",1275.17908280343,"Research & Development",7.52214855141938,1.60556081775576,"Other",1,15.438736285083,3.21112163551152,"Female",84.1112163551152,1.60556081775576,1,"Research Scientist",2.21112163551152,"Single",2811.42926432472,3297.29353142809,4.02780408877879,"Y","Yes",17.7610742757097,3.39443918224424,2,80,0,8.18331754673272,3.78887836448848,3,3.94439182244241,0.788878364488482,2.36663509346545,2.76107427570969,"1"
"576.2",54,"Travel_Rarely",376,"Research & Development",19,4,"Medical",1,799,4,"Female",95,3,2,"Manufacturing Director",1,"Divorced",5485,22670,9,"Y","Yes",11,3,2,80,2,9,4,3,5,3,1,4,"0"
"657",32,"Travel_Rarely",374,"Research & Development",25,4,"Life Sciences",1,911,1,"Male",87,3,1,"Laboratory Technician",4,"Single",2795,18016,1,"Y","Yes",24,4,3,80,0,1,2,1,1,0,0,1,"1"
"2141",30.4912546738051,"Travel_Frequently",1350.04810858658,"Research & Development",3.02769663045183,2.34256554348394,"Other",1,212.964981525205,3.31486891303211,"Male",84.1209924998693,2.34256554348394,1,"Sales Representative",2.65743445651606,"Single",2017.3761047814,4335.94867274957,4.28717228258029,"Y","Yes",14.6574344565161,3,2.68513108696789,80,0,4.6020411956124,3,3,0,0,0,0,"1"
"293",31,"Travel_Frequently",444,"Sales",5,3,"Marketing",1,399,4,"Female",84,3,1,"Sales Representative",2,"Divorced",2789,3909,1,"Y","No",11,3,3,80,1,2,5,2,2,2,2,2,"0"
"5610",30.9339289497584,"Travel_Rarely",374.388427852653,"Research & Development",15.6872013090178,3,"Life Sciences",1,81.5904842615128,2.02202368341386,"Male",57.8238105326891,1.51101184170693,1.48898815829307,"Laboratory Technician",3,"Single",4006.44608845375,17807.5422934331,3.04404736682773,"Y","Yes",18.8898815829307,3.48898815829307,2.97797631658614,80,0,7.46696447487921,3.51101184170693,3,6.44494079146534,4.44494079146534,0,4.46696447487921,"1"
"503",53,"Travel_Rarely",238,"Sales",1,1,"Medical",1,682,4,"Female",34,3,2,"Sales Executive",1,"Single",8381,7507,7,"Y","No",20,4,4,80,0,18,2,4,14,7,8,10,"0"
"716.1",33,"Travel_Frequently",827,"Research & Development",1,4,"Other",1,998,3,"Female",84,4,2,"Healthcare Representative",2,"Married",5488,20161,1,"Y","Yes",13,3,1,80,1,6,2,3,6,5,1,2,"0"
"909",33,"Travel_Rarely",536,"Sales",10,5,"Marketing",1,1268,4,"Male",82,4,3,"Sales Executive",3,"Divorced",8380,21708,0,"Y","Yes",14,3,4,80,2,10,3,3,9,8,0,8,"0"
"424",31.2032477159519,"Travel_Rarely",934.576204112498,"Sales",17.859088662779,1,"Life Sciences",1,333.641195180826,2.53116818936542,"Female",64.8292294435669,1.26558409468271,1.53116818936542,"Research Scientist",1,"Single",4826.50085153081,6402.25051763863,1,"Y","No",19.6097431478556,3.73441590531729,1.73441590531729,80,0.265584094682708,10.2655840946827,4.46883181063458,2.46883181063458,10.2655840946827,3.59350456809625,5.20324771595187,7.79675228404813,"1"
"1047",44,"Travel_Rarely",1467,"Research & Development",20,3,"Life Sciences",1,1475,4,"Male",49,3,1,"Research Scientist",2,"Single",3420,21158,1,"Y","No",13,3,3,80,0,6,3,2,5,2,1,3,"0"
"1334",46,"Travel_Rarely",1254,"Sales",10,3,"Life Sciences",1,1869,3,"Female",64,3,3,"Sales Executive",2,"Married",7314,14011,5,"Y","No",21,4,3,80,3,14,2,3,8,7,0,7,"1"
"1319.1",29,"Travel_Frequently",574,"Research & Development",20,1,"Medical",1,1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",3812,7003,1,"Y","No",13,3,2,80,0,11,3,4,11,8,3,10,"0"
"662",43,"Travel_Rarely",177,"Research & Development",8,3,"Life Sciences",1,920,1,"Female",55,3,2,"Manufacturing Director",2,"Divorced",4765,23814,4,"Y","No",21,4,3,80,1,4,2,4,1,0,0,0,"0"
"405",33.1591824356001,"Travel_Rarely",966.379985479172,"Research & Development",21.9755337235983,2.68163512879983,"Medical",1,936.560516858706,1.15918243560009,"Male",59.4571081968024,2.15918243560009,1,"Research Scientist",1.84081756439991,"Single",2415.99103583326,5238.90498388163,3.68163512879983,"Y","No",18.5673580795992,3.84081756439991,2.15918243560009,80,0,5.47754730680026,0.318364871200174,3,2.31836487120017,2,1.84081756439991,2.15918243560009,"1"
"807",52,"Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",1,1118,2,"Male",87,3,3,"Healthcare Representative",2,"Single",10445,15322,7,"Y","No",19,3,4,80,0,18,4,3,8,6,4,0,"0"
"111.1",51,"Travel_Frequently",1456,"Research & Development",1,4,"Medical",1,145,1,"Female",30,2,3,"Healthcare Representative",1,"Single",7484,25796,3,"Y","No",20,4,3,80,0,23,1,2,13,12,12,8,"0"
"466",46,"Travel_Frequently",1034,"Research & Development",18,1,"Medical",1,624,1,"Female",86,3,3,"Healthcare Representative",3,"Married",10527,8984,5,"Y","No",11,3,4,80,0,28,3,2,2,2,1,2,"0"
"8.1",30,"Travel_Rarely",1358,"Research & Development",24,1,"Life Sciences",1,11,4,"Male",67,3,1,"Laboratory Technician",3,"Divorced",2693,13335,1,"Y","No",22,4,2,80,1,1,2,3,1,0,0,0,"0"
"587",24.4943240350112,"Travel_Rarely",956.281529878266,"Research & Development",12.7818369120359,1.59772961400449,"Medical",1,1186.39009634126,3.70113519299775,"Male",80.1488132989034,2,1,"Laboratory Technician",3,"Single",3402.92611346859,18302.9717393098,2.19545922800899,"Y","Yes",11.8965944210067,3,1.29886480700225,80,0,5.29886480700225,2.59772961400449,3,4.70113519299775,3.40227038599551,0.701135192997754,2.29886480700225,"1"
